hostname,temp,filesize_mb,date,part_count
STS-185,A,1079.16,1/8/2024,2136
UFLX-067,A,588.92,1/8/2024,11751
MFLX-218,A,15.1,1/8/2024,17680
MFLX-077,A,39.58,1/8/2024,5190
STS-351,A,1494.91,1/8/2024,1008
ctsq11,A,4.59,1/8/2024,2119
ctsq23,A,22.09,1/8/2024,16868
ctsq80,A,9.25,1/8/2024,4336
lct16,NA,4.22,1/8/2024,7520
STS-266,A,131.84,1/8/2024,13458
MFLX-178,H,443.05,1/8/2024,36546
MFLX-057,A,53.54,1/8/2024,7537
STS-204,A,404.33,1/8/2024,3470
MFLX-025,NA,58.25,1/8/2024,13225
MFLX-044,A,233.83,1/8/2024,7829
STS-321,H,1192.33,1/8/2024,16392
ctsq51,NA,1.94,1/8/2024,5189
lct25,NA,19.35,1/8/2024,38592
UFLX-054,C,31.74,1/8/2024,4025
MFLX-175,A,61.98,1/8/2024,18277
STS-337,A,1497.74,1/8/2024,1008
STS-212,A,1498.92,1/8/2024,924
STS-339,A,508.03,1/8/2024,4420
MFLX-064,A,366.67,1/8/2024,2650
UFLX-079,NA,1967.15,1/8/2024,14453
STS-349,A,1253.65,1/8/2024,840
STS-372,A,145.02,1/8/2024,579
STS-364,A,838.04,1/8/2024,664
STS-357,A,1372.71,1/8/2024,941
MFLX-097,A,51.5,1/8/2024,10187
STS-375,C,71.69,1/8/2024,23721
STS-225,A,503.42,1/8/2024,4382
RFLX-013,A,133.08,1/8/2024,1680
ctsq29,NA,4.86,1/8/2024,3386
STS-301,A,360.25,1/8/2024,20388
cts34,NA,1.22,1/8/2024,722
ctsq86,NA,5.58,1/8/2024,14058
hscq27,NA,7.39,1/8/2024,9056
MFLX-066,NA,46.18,1/8/2024,230
pilct01,NA,0.26,1/8/2024,1941
ctsq89,NA,2.24,1/8/2024,1854
MFLX-017,A,17.1,1/8/2024,20160
STS-343,A,298.98,1/8/2024,2616
MFLX-219,H,51.05,1/8/2024,2168
MFLX-126,NA,82.81,1/8/2024,16798
MFLX-047,H,18.81,1/8/2024,630
STS-132,C,70.94,1/8/2024,2254
MFLX-028,H,28.48,1/8/2024,2256
MFLX-142,H,6.46,1/8/2024,9567
MFLX-105,NA,87.41,1/8/2024,450
MFLX-018,NA,52.07,1/8/2024,263
STS-191,A,520.27,1/8/2024,1076
hsc10,NA,1.88,1/8/2024,5129
hscq50,NA,6.32,1/8/2024,6825
hscq51,NA,9.3,1/8/2024,13431
STS-316,A,17.48,1/8/2024,8120
MFLX-072,NA,32.77,1/8/2024,1765
STS-092,C,68.66,1/8/2024,2254
STS-121,C,83.23,1/8/2024,10090
STS-128,C,70.06,1/8/2024,2254
MFLX-165,A,7.09,1/8/2024,604
STS-010,C,16.77,1/8/2024,493
STS-095,C,68.75,1/8/2024,2254
MFLX-103,NA,49.5,1/8/2024,6930
5400-034,NA,3.76,1/8/2024,623
5400-034,NA,0.07,1/8/2024,623
MFLX-115,C,47.73,1/8/2024,2255
MFLX-023,NA,14.85,1/8/2024,1158
MFLX-168,A,35.63,1/8/2024,13619
MFLX-141,H,340.37,1/8/2024,10087
STS-014,NA,599.6,1/8/2024,16838
MFLX-136,NA,49.37,1/8/2024,2035
5400-038,H,1.99,1/8/2024,2172
5400-038,H,0.03,1/8/2024,2172
5400-013,NA,5.56,1/8/2024,4235
UFLX-065,A,7.13,1/8/2024,280
STS-368,H,10.58,1/8/2024,1333
MFLX-071,NA,48.45,1/8/2024,4341
5400-029,A,2.84,1/8/2024,490
STS-230,A,894.95,1/8/2024,737
RFLX-003,A,221.67,1/8/2024,13340
MFLX-185,NA,44.78,1/8/2024,11636
MFLX-189,A,49.53,1/8/2024,7063
MFLX-186,NA,22.02,1/8/2024,3902
MFLX-010,NA,8.57,1/8/2024,5580
5400-015,A,33.53,1/8/2024,540
MFLX-106,NA,32.82,1/8/2024,3819
STS-367,H,4,1/8/2024,767
MFLX-121,NA,20.8,1/8/2024,3599
STS-347,A,1658.98,1/8/2024,1100
STS-366,A,1379.39,1/8/2024,924
MFLX-069,C,59.52,1/8/2024,3906
5400-036,NA,0.73,1/8/2024,619
5400-036,NA,0.03,1/8/2024,619
MFLX-108,H,150.16,1/8/2024,19922
STS-025,C,31.04,1/8/2024,959
MFLX-084,A,5.86,1/8/2024,803
STS-132,C,71.12,1/8/2024,2254
STS-009,NA,1.35,1/8/2024,101
5400-030,A,3.13,1/8/2024,445
RFLX-012,A,153.11,1/8/2024,1885
STS-120,C,69.42,1/8/2024,2254
STS-129,C,70.13,1/8/2024,2254
MFLX-025,NA,58.15,1/8/2024,13237
STS-001A,H,9.36,1/8/2024,1517
STS-255,H,23.01,1/8/2024,500
STS-305,A,386.54,1/8/2024,21787
ate01,NA,0.23,1/8/2024,125
MFLX-169,C,7.91,1/8/2024,500
cts52,NA,0.28,1/8/2024,125
MFLX-148,H,3.11,1/8/2024,219
lct27,A,0.08,1/8/2024,191
ctsq16,NA,0.51,1/8/2024,1064
ctsq47,NA,0.65,1/8/2024,800
lct04,NA,0.09,1/8/2024,490
hscq03,NA,6.94,1/8/2024,6766
lct46,NA,23.99,1/8/2024,12176
lct57,A,8.56,1/8/2024,10812
STS-134,C,70.3,1/8/2024,2254
STS-122,C,71.49,1/8/2024,2254
STS-100,C,69.48,1/8/2024,2254
STS-121,C,83.21,1/8/2024,10090
MFLX-066,NA,45.92,1/8/2024,229
STS-128,C,70.65,1/8/2024,2254
lct85,NA,3.27,1/8/2024,1383
lct51,NA,0.54,1/8/2024,5760
MFLX-076,NA,118.4,1/8/2024,24137
5400-043,NA,0.36,1/8/2024,131
5400-043,NA,0.48,1/8/2024,201
MFLX-075,NA,2.92,1/8/2024,596
5400-043,NA,0.44,1/8/2024,268
STS-395,H,3.64,1/8/2024,550
MFLX-075,NA,115.52,1/8/2024,23967
STS-092,C,68.95,1/8/2024,2254
STS-010,C,591.55,1/8/2024,16637
5400-043,NA,0.29,1/8/2024,315
MFLX-005,A,51.64,1/8/2024,17013
UFLX-041,A,21.37,1/8/2024,336
MFLX-162,NA,0.56,1/8/2024,156
5400-013,NA,5.57,1/8/2024,4942
MFLX-163,NA,4.69,1/8/2024,7824
MFLX-060,NA,6.06,1/8/2024,651
MFLX-115,C,48.53,1/8/2024,2257
STS-104,C,30.07,1/8/2024,283
5400-034,NA,3.64,1/8/2024,572
5400-034,NA,0.07,1/8/2024,572
MFLX-071,NA,48.47,1/8/2024,4337
MFLX-060,NA,6.07,1/8/2024,648
MFLX-167,NA,6.95,1/8/2024,992
MFLX-060,NA,6.04,1/8/2024,652
MFLX-163,NA,4.66,1/8/2024,7833
MFLX-035,A,1.01,1/8/2024,125
STS-356,A,1378.03,1/8/2024,953
STS-348,H,30.04,1/8/2024,387
STS-274,C,665.9,1/8/2024,22432
STS-274,C,5.52,1/8/2024,181
MFLX-121,NA,20.7,1/8/2024,3596
STS-244,C,24.07,1/8/2024,490
5400-005,NA,2.42,1/8/2024,1170
MFLX-062,H,3.03,1/8/2024,188
MFLX-185,NA,44.49,1/8/2024,11639
MFLX-010,NA,8.57,1/8/2024,5580
STS-155,A,158.32,1/8/2024,35457
MFLX-010,NA,8.58,1/8/2024,5580
STS-272,C,657.92,1/8/2024,22148
MFLX-186,NA,21.86,1/8/2024,4011
MFLX-186,NA,22,1/8/2024,3833
5400-036,NA,0.73,1/8/2024,618
5400-036,NA,0.03,1/8/2024,618
STS-275,C,327.14,1/8/2024,10921
STS-268,A,136.43,1/8/2024,7829
5400-016,A,39.1,1/8/2024,732
STS-172,H,634.23,1/8/2024,15322
MFLX-106,NA,32.97,1/8/2024,3829
MFLX-020,NA,32.07,1/8/2024,3826
STS-081,C,71.93,1/8/2024,2254
5400-040,A,2.9,1/8/2024,379
MFLX-218,A,24.31,1/8/2024,28007
STS-025,C,591.52,1/8/2024,16694
STS-397,A,40.05,1/8/2024,226
STS-355,H,125.13,1/8/2024,2229
STS-377,C,948.55,1/8/2024,12730
STS-391,A,186.1,1/8/2024,1193
STS-004A,H,1.9,1/8/2024,150
UFLX-078,C,9.29,1/8/2024,276
MFLX-055,A,13.43,1/8/2024,495
MFLX-120,H,11.19,1/8/2024,4145
MFLX-160,A,1.65,1/8/2024,450
STS-004A,H,96.16,1/8/2024,15256
STS-120,C,70.66,1/8/2024,2254
STS-129,C,70.02,1/8/2024,2254
STS-001A,H,88.94,1/8/2024,14200
ctsq16,NA,0.15,1/8/2024,200
MFLX-041,C,3.97,1/8/2024,1054
STS-237,H,345,1/8/2024,6101
cts06,NA,0.5,1/8/2024,500
cts17,NA,1.28,1/8/2024,816
ctsq68,NA,1.16,1/8/2024,125
hscq18,NA,0.03,1/8/2024,101
lct25,NA,0.25,1/8/2024,500
lct25,NA,0.1,1/8/2024,193
lct27,A,0.08,1/8/2024,191
lct61,NA,0.04,1/8/2024,125
ctsq82,NA,10.23,1/8/2024,5056
hscq18,NA,3.7,1/8/2024,11099
cts53,NA,0.08,1/8/2024,145
lct31,NA,14.26,1/8/2024,13503
MFLX-072,NA,32.39,1/8/2024,1737
STS-134,C,70.26,1/8/2024,2254
STS-122,C,70.99,1/8/2024,2254
STS-100,C,69.79,1/8/2024,2254
ctsq89,NA,0.98,1/8/2024,798
STS-086,C,212.62,1/8/2024,10284
STS-095,C,68.54,1/8/2024,2254
MFLX-103,NA,49.51,1/8/2024,6939
MFLX-180,A,32.51,1/8/2024,3704
MFLX-017,A,1.6,1/8/2024,1915
5400-043,NA,5.44,1/8/2024,708
MFLX-023,NA,26.07,1/8/2024,1614
MFLX-196,A,32.31,1/8/2024,11241
MFLX-115,C,38.68,1/8/2024,1871
MFLX-167,NA,6.91,1/8/2024,992
MFLX-167,NA,6.92,1/8/2024,992
STS-395,H,3.66,1/8/2024,548
5400-029,A,7.51,1/8/2024,1067
5400-013,NA,5.66,1/8/2024,5645
MFLX-071,NA,48.35,1/8/2024,4334
UFLX-065,A,117.24,1/8/2024,4700
MFLX-163,NA,4.67,1/8/2024,7845
5400-021,A,3.55,1/8/2024,714
MFLX-162,NA,0.52,1/8/2024,140
MFLX-136,NA,186.74,1/8/2024,7048
MFLX-162,NA,0.17,1/8/2024,184
MFLX-162,NA,0.12,1/8/2024,216
STS-345,H,350.52,1/8/2024,6330
STS-200,A,1401.16,1/8/2024,924
MFLX-171,A,5.75,1/8/2024,2883
MFLX-030,H,446.76,1/8/2024,36644
5400-036,NA,0.73,1/8/2024,627
5400-036,NA,0.03,1/8/2024,627
STS-275,C,9.43,1/8/2024,309
MFLX-216,H,7.59,1/8/2024,348
5400-026,NA,0.31,1/8/2024,270
5400-026,NA,0.03,1/8/2024,270
5400-042,A,6.39,1/8/2024,722
MFLX-190,A,2.09,1/8/2024,344
STS-132,C,71.09,1/8/2024,2254
MFLX-121,NA,10.95,1/8/2024,1900
MFLX-084,A,0.9,1/8/2024,125
STS-262,H,91.17,1/8/2024,1662
MFLX-126,NA,35.7,1/8/2024,7403
MFLX-020,NA,7.08,1/8/2024,891
STS-319,C,43.13,1/8/2024,1037
MFLX-020,NA,24.14,1/8/2024,2994
STS-275,C,11.39,1/8/2024,373
STS-244,C,22.7,1/8/2024,450
MFLX-010,NA,8.58,1/8/2024,5580
STS-217,A,1348.81,1/8/2024,944
MFLX-010,NA,8.56,1/8/2024,5580
MFLX-186,NA,22.13,1/8/2024,3760
MFLX-186,NA,21.94,1/8/2024,3733
STS-120,C,70.73,1/8/2024,2254
MFLX-142,H,1.56,1/8/2024,2312
STS-129,C,70.09,1/8/2024,2254
STS-396,H,31.64,1/8/2024,566
STS-360,A,387.53,1/8/2024,21857
5400-027,A,2.72,1/8/2024,800
STS-255,H,1195.65,1/8/2024,16380
MFLX-025,NA,58.24,1/8/2024,13289
lct32,NA,0.11,1/8/2024,256
lct10,NA,0.56,1/8/2024,669
ctsq54,NA,0.14,1/8/2024,200
hscq27,NA,7.42,1/8/2024,9056
MFLX-217,A,34.7,1/8/2024,125
lct01,NA,0.22,1/8/2024,125
lct27,A,0.33,1/8/2024,829
hscq14,NA,7,1/8/2024,1782
cts53,NA,0.47,1/8/2024,800
lct85,NA,7.19,1/8/2024,3034
STS-128,C,70.03,1/8/2024,2254
MFLX-103,NA,49.52,1/8/2024,6933
5400-043,NA,5.5,1/8/2024,1413
STS-121,C,83.25,1/8/2024,10090
MFLX-071,NA,48.25,1/8/2024,4351
STS-092,C,29.1,1/8/2024,1105
STS-076,A,23.55,1/8/2024,2824
5400-034,NA,3.46,1/8/2024,562
5400-034,NA,0.07,1/8/2024,562
MFLX-076,NA,118.4,1/8/2024,24177
MFLX-167,NA,6.92,1/8/2024,992
STS-095,C,71,1/8/2024,2254
STS-100,C,69.39,1/8/2024,2254
STS-134,C,69.98,1/8/2024,2254
UFLX-041,A,10.8,1/8/2024,125
lct51,NA,3.01,1/8/2024,32064
STS-224,A,1414.57,1/8/2024,938
5400-038,H,2.02,1/8/2024,2068
5400-038,H,0.03,1/8/2024,2068
5400-013,NA,5.4,1/8/2024,6366
MFLX-060,NA,6.04,1/8/2024,650
STS-008,C,12.94,1/8/2024,562
STS-008,C,31.3,1/8/2024,1560
MFLX-163,NA,4.67,1/8/2024,7805
MFLX-162,NA,0.62,1/8/2024,164
MFLX-162,NA,1.3,1/8/2024,352
MFLX-060,NA,6.01,1/8/2024,652
MFLX-060,NA,6.07,1/8/2024,651
MFLX-163,NA,4.67,1/8/2024,7824
STS-264,C,3.6,1/8/2024,543
STS-256,C,14.82,1/8/2024,485
MFLX-185,NA,44.38,1/8/2024,11637
STS-155,A,11.21,1/8/2024,3012
STS-101,H,346.55,1/8/2024,4393
MFLX-121,NA,9.82,1/8/2024,1694
STS-260,H,1097.1,1/8/2024,19360
MFLX-121,NA,20.85,1/8/2024,3591
MFLX-010,NA,8.56,1/8/2024,5580
STS-319,C,5.5,1/8/2024,133
STS-155,A,0.78,1/8/2024,188
MFLX-186,NA,21.88,1/8/2024,3717
MFLX-186,NA,21.98,1/8/2024,3736
STS-172,H,28.68,1/8/2024,715
5400-023,NA,7.57,1/8/2024,125
MFLX-020,NA,31.84,1/8/2024,3847
MFLX-215,A,17.76,1/8/2024,1040
MFLX-064,A,368.73,1/8/2024,2601
MFLX-106,NA,1.21,1/8/2024,136
MFLX-106,NA,1.13,1/8/2024,129
STS-216,A,663.53,1/8/2024,410
STS-367,A,3.58,1/8/2024,548
MFLX-126,NA,118.96,1/8/2024,24206
MFLX-070,C,12.31,1/8/2024,200
5400-040,A,1.69,1/8/2024,125
5400-044,A,15.26,1/8/2024,360
5400-036,NA,0.03,1/8/2024,629
5400-036,NA,0.72,1/8/2024,629
5400-026,A,0.45,1/8/2024,561
5400-026,NA,0.03,1/8/2024,561
STS-132,C,69.81,1/8/2024,2254
STS-340,A,261,1/8/2024,190
STS-204,A,504.94,1/8/2024,4331
STS-396,H,354.39,1/8/2024,25182
MFLX-033,A,63.23,1/8/2024,8700
STS-009,NA,1.34,1/8/2024,101
MFLX-028,H,69.68,1/8/2024,6202
MFLX-084,A,117.47,1/8/2024,3451
MFLX-204,A,32.8,1/8/2024,12070
MFLX-160,A,0.79,1/8/2024,200
FLEX-006,A,10.04,1/8/2024,418
RFLX-007,A,58.3,1/8/2024,833
STS-120,C,71.19,1/8/2024,2254
STS-129,C,69.9,1/8/2024,2254
STS-308,A,377.17,1/8/2024,21468
ctsq11,A,0.28,1/8/2024,189
ctsq04,NA,2.84,1/8/2024,3279
MFLX-148,H,4.91,1/8/2024,520
ctsq54,NA,1.04,1/8/2024,1504
cts92,NA,0.56,1/8/2024,671
ctsq37,NA,1.77,1/8/2024,1273
lct97,NA,0.63,1/8/2024,335
STS-122,C,70.18,1/8/2024,2254
STS-128,C,69.62,1/8/2024,2254
STS-121,C,83.27,1/8/2024,10090
lct10,NA,10.15,1/8/2024,12093
lct32,NA,0.06,1/8/2024,169
lct16,NA,0.28,1/8/2024,480
lct97,NA,0.87,1/8/2024,387
hscq51,NA,9.39,1/8/2024,12895
STS-076,A,4.36,1/8/2024,384
MFLX-103,NA,49.54,1/8/2024,6933
MFLX-165,A,17.57,1/8/2024,1290
MFLX-226,A,1.91,1/8/2024,668
UFLX-054,C,4.15,1/8/2024,535
STS-095,C,70.68,1/8/2024,2254
5400-043,NA,5.56,1/8/2024,2114
STS-081,C,71.35,1/8/2024,2254
5400-034,NA,3.68,1/8/2024,558
5400-034,NA,0.07,1/8/2024,558
MFLX-167,NA,6.92,1/8/2024,992
MFLX-200,A,1.85,1/8/2024,562
MFLX-115,C,8.38,1/8/2024,390
MFLX-071,NA,48.3,1/8/2024,4339
MFLX-115,C,48.17,1/8/2024,2278
MFLX-071,NA,48.26,1/8/2024,4335
MFLX-163,NA,4.68,1/8/2024,7810
MFLX-163,NA,4.69,1/8/2024,7818
STS-266,A,2.4,1/8/2024,238
MFLX-093,A,23.01,1/8/2024,8417
5400-038,H,0.03,1/8/2024,2125
5400-038,A,1.93,1/8/2024,2125
STS-260,H,18.98,1/8/2024,325
MFLX-162,NA,1.09,1/8/2024,300
STS-037,A,0.49,1/8/2024,200
STS-240,C,417.28,1/8/2024,14253
MFLX-060,NA,6.01,1/8/2024,650
MFLX-162,NA,1.67,1/8/2024,452
5400-013,NA,5.4,1/8/2024,714
MFLX-060,NA,6.05,1/8/2024,650
MFLX-060,NA,6.01,1/8/2024,652
STS-343,A,167.5,1/8/2024,1492
ltx13s,NA,1.32,1/8/2024,502
STS-081,C,72.02,1/8/2024,2254
MFLX-009,A,44.28,1/8/2024,1012
ltx13s,NA,0.71,1/8/2024,241
ltx9m,NA,0.6,1/8/2024,766
ltx9m,NA,0.67,1/8/2024,765
MFLX-121,NA,20.82,1/8/2024,3595
MFLX-185,NA,44.41,1/8/2024,11628
MFLX-010,NA,8.55,1/8/2024,5580
STS-267,C,633.95,1/8/2024,21886
STS-162,A,32.6,1/8/2024,868
UFLX-029,NA,12.03,1/8/2024,449
MFLX-186,NA,22.05,1/8/2024,3745
STS-341,A,481.16,1/8/2024,4234
MFLX-186,NA,22.13,1/8/2024,3766
STS-213,A,374.58,1/8/2024,218
MFLX-020,NA,31.44,1/8/2024,3886
ltx11s,NA,0.91,1/8/2024,116
MFLX-214,A,2.05,1/8/2024,192
MFLX-070,C,214.53,1/8/2024,1105
STS-400,H,496.06,1/8/2024,8774
ltx10s,NA,0.28,1/8/2024,116
ltx11s,NA,9.51,1/8/2024,2697
ltx11s,NA,0.44,1/8/2024,117
ltx13s,NA,2.71,1/8/2024,1527
ltx11s,NA,6.81,1/8/2024,1923
ltx11s,NA,0.44,1/8/2024,116
ltx10s,NA,0.81,1/8/2024,969
MFLX-142,H,2.57,1/8/2024,11828
MFLX-040,A,23.89,1/8/2024,7026
MFLX-190,A,1.45,1/8/2024,436
MFLX-091,A,2.48,1/8/2024,116
ltx13s,NA,0.21,1/8/2024,117
ctsq37,NA,0.29,1/8/2024,200
ctsq23,A,0.78,1/8/2024,623
cts34,NA,2.37,1/8/2024,1428
ctsq47,NA,0.36,1/8/2024,500
ctsq59,NA,1.52,1/8/2024,1154
lct27,H,0.01,1/8/2024,192
lct32,NA,0.05,1/8/2024,142
lct27,A,0.05,1/8/2024,125
STS-316,A,0.46,1/8/2024,200
lct49,NA,0.59,1/8/2024,2319
STS-359,C,37.83,1/8/2024,851
lct76,NA,1.82,1/8/2024,5068
hsc09,NA,0.49,1/8/2024,863
ctsq89,NA,12.12,1/8/2024,10164
hscq47,NA,0.32,1/8/2024,125
MFLX-110,NA,120.24,1/8/2024,3995
STS-100,C,69.2,1/8/2024,2254
STS-134,C,69.37,1/8/2024,2254
MFLX-026,A,4.6,1/8/2024,444
MFLX-072,NA,3.81,1/8/2024,354
MFLX-103,NA,49.55,1/8/2024,6921
STS-316,A,33.81,1/8/2024,15294
STS-395,H,3.68,1/8/2024,550
STS-128,C,70.09,1/8/2024,2254
STS-122,C,71.95,1/8/2024,2254
MFLX-075,NA,118.86,1/8/2024,24206
STS-326,C,5.83,1/8/2024,643
STS-020,A,291.98,1/8/2024,26722
MFLX-167,NA,6.92,1/8/2024,992
MFLX-071,NA,47.96,1/8/2024,4346
MFLX-163,NA,4.68,1/8/2024,7819
5400-034,NA,3.63,1/8/2024,571
5400-034,NA,0.07,1/8/2024,571
5400-034,NA,3.6,1/8/2024,540
5400-034,NA,0.07,1/8/2024,540
5400-043,NA,5.62,1/8/2024,2817
MFLX-115,C,45.49,1/8/2024,2279
UFLX-061,A,0.97,1/8/2024,123
MFLX-144,H,0.44,1/8/2024,192
STS-240,C,8.04,1/8/2024,271
STS-236,C,667.36,1/8/2024,22567
MFLX-060,NA,6.03,1/8/2024,650
MFLX-060,NA,6.04,1/8/2024,652
MFLX-144,H,64.83,1/8/2024,16254
5400-013,NA,5.67,1/8/2024,1422
MFLX-178,C,412.17,1/8/2024,35045
STS-264,C,1.01,1/8/2024,148
MFLX-121,NA,0.71,1/8/2024,124
STS-319,C,42.94,1/8/2024,1036
MFLX-010,NA,8.57,1/8/2024,5580
STS-046,C,170.78,1/8/2024,3974
STS-272,C,118.56,1/8/2024,3975
MFLX-186,NA,22.16,1/8/2024,3773
MFLX-186,NA,21.96,1/8/2024,3743
MFLX-121,NA,19.97,1/8/2024,3475
MFLX-220,A,81,1/8/2024,350
MFLX-106,NA,22.13,1/8/2024,3757
MFLX-106,NA,22.27,1/8/2024,3779
STS-385,A,71.19,1/8/2024,14242
STS-375,C,3.88,1/8/2024,1384
STS-287,H,1037.87,1/8/2024,18371
5400-036,NA,0.03,1/8/2024,624
5400-036,NA,0.73,1/8/2024,624
STS-132,C,70.57,1/8/2024,2254
STS-355,H,12.88,1/8/2024,230
5400-026,NA,0.14,1/8/2024,128
5400-026,NA,0.03,1/8/2024,128
STS-355,H,54.52,1/8/2024,1116
STS-382,C,178.49,1/8/2024,6006
5400-030,A,1.9,1/8/2024,260
MFLX-055,A,13.43,1/8/2024,495
STS-120,C,70.21,1/8/2024,2254
STS-129,C,68.66,1/8/2024,2254
MFLX-025,NA,58.28,1/8/2024,13236
STS-001A,H,1.13,1/8/2024,175
STS-301,A,383.94,1/8/2024,21670
lct66,NA,0.02,1/8/2024,173
lct38,NA,0.2,1/8/2024,392
ctsq25,NA,0.11,1/8/2024,154
lct93,NA,0.02,1/8/2024,187
lct46,NA,23.93,1/8/2024,12176
ctsq16,NA,11.53,1/8/2024,22585
ctsq78,A,1.58,1/8/2024,771
lct93,NA,0.03,1/8/2024,340
STS-359,C,26.04,1/8/2024,643
STS-121,C,83.23,1/8/2024,10090
ctsq81,NA,0.09,1/8/2024,200
STS-100,C,68.8,1/8/2024,2254
STS-134,C,69.11,1/8/2024,2254
lct84,A,0.47,1/8/2024,1100
STS-122,C,70.25,1/8/2024,2254
MFLX-076,NA,118.76,1/8/2024,24194
STS-095,C,71.1,1/8/2024,2254
ctsq25,NA,0.29,1/8/2024,500
lct16,NA,2.99,1/8/2024,5367
lct38,NA,3.55,1/8/2024,8773
MFLX-196,A,0.37,1/8/2024,124
MFLX-103,NA,49.53,1/8/2024,6935
STS-157,A,202.41,1/8/2024,36758
UFLX-066,A,114,1/8/2024,4576
STS-157,A,0.99,1/8/2024,343
5400-041,NA,4.3,1/8/2024,2633
MFLX-165,A,3.65,1/8/2024,310
5400-034,NA,3.54,1/8/2024,531
5400-034,NA,0.07,1/8/2024,531
UFLX-051,A,7.87,1/8/2024,242
5400-043,NA,5.56,1/8/2024,3519
5400-043,NA,5.6,1/8/2024,4218
MFLX-017,H,21.47,1/8/2024,33020
MFLX-167,NA,6.93,1/8/2024,992
MFLX-167,NA,6.94,1/8/2024,992
5400-029,A,12.11,1/8/2024,1586
MFLX-060,NA,6.05,1/8/2024,649
MFLX-060,NA,6.02,1/8/2024,651
STS-008,C,2.84,1/8/2024,240
5400-038,H,0.12,1/8/2024,196
5400-038,H,0.03,1/8/2024,196
MFLX-071,NA,48.52,1/8/2024,4341
MFLX-071,NA,48.32,1/8/2024,4336
5400-013,NA,5.68,1/8/2024,2124
5400-038,H,0.15,1/8/2024,189
5400-038,H,0.03,1/8/2024,189
STS-394,C,11.4,1/8/2024,375
STS-245,C,470.63,1/8/2024,15932
MFLX-163,NA,4.69,1/8/2024,7819
MFLX-060,NA,6.04,1/8/2024,649
MFLX-060,NA,6.05,1/8/2024,652
5400-038,H,0.14,1/8/2024,241
5400-038,H,0.03,1/8/2024,241
MFLX-136,NA,67.52,1/8/2024,2815
MFLX-163,NA,4.69,1/8/2024,7806
5400-038,H,0.09,1/8/2024,140
5400-038,H,0.03,1/8/2024,140
STS-339,A,303.89,1/8/2024,2648
UFLX-079,NA,98.99,1/8/2024,726
STS-046,C,6.84,1/8/2024,155
MFLX-121,NA,20.79,1/8/2024,3593
MFLX-121,NA,11.78,1/8/2024,2041
STS-267,C,30.64,1/8/2024,1236
MFLX-186,NA,21.92,1/8/2024,3817
MFLX-009,A,20.48,1/8/2024,474
MFLX-186,NA,21.98,1/8/2024,3765
MFLX-106,NA,22.24,1/8/2024,3776
MFLX-215,A,69.22,1/8/2024,3672
MFLX-020,NA,31.85,1/8/2024,3855
MFLX-106,NA,21.53,1/8/2024,3655
STS-322,H,28.06,1/8/2024,484
5400-037,A,2.35,1/8/2024,265
MFLX-126,NA,118.52,1/8/2024,24216
5400-036,NA,0.73,1/8/2024,640
5400-036,NA,0.03,1/8/2024,640
STS-132,C,70.89,1/8/2024,2254
MFLX-108,H,4.38,1/8/2024,562
STS-397,A,68.57,1/8/2024,457
MFLX-184,C,1.83,1/8/2024,188
STS-081,A,72.02,1/8/2024,2254
MFLX-169,H,42.25,1/8/2024,19710
MFLX-066,NA,45.77,1/8/2024,231
STS-128,C,70.47,1/8/2024,2254
STS-120,C,70.82,1/8/2024,2254
MFLX-018,NA,51.31,1/8/2024,268
STS-129,C,71.06,1/8/2024,2254
RFLX-002,A,48,1/8/2024,658
STS-095,C,68.98,1/8/2024,2254
STS-121,C,83.24,1/8/2024,10090
STS-100,C,69.94,1/8/2024,2254
STS-001A,H,11.33,1/8/2024,500
STS-134,C,71.51,1/8/2024,2254
RFLX-007,A,42.24,1/8/2024,500
STS-316,A,37.77,1/8/2024,17076
STS-305,A,71.07,1/8/2024,3927
STS-122,C,71.24,1/8/2024,2254
ctsq29,NA,0.28,1/8/2024,188
ctsq54,NA,6.9,1/8/2024,9533
hsc10,NA,0.06,1/8/2024,125
ctsq86,NA,0.15,1/8/2024,500
hsc10,NA,2.57,1/8/2024,5427
MFLX-103,NA,49.55,1/8/2024,6943
ctsq93,NA,0.19,1/8/2024,120
ctsq93,NA,0.19,1/8/2024,120
ctsq93,NA,0.17,1/8/2024,120
hscq50,NA,0.66,1/8/2024,793
ctsq93,NA,0.17,1/8/2024,120
MFLX-115,C,47.87,1/8/2024,2269
5400-043,NA,5.59,1/8/2024,4920
MFLX-071,NA,48.2,1/8/2024,4340
MFLX-163,NA,4.69,1/8/2024,7816
MFLX-167,NA,6.91,1/8/2024,992
MFLX-060,NA,6.06,1/8/2024,649
5400-021,A,0.66,1/8/2024,125
5400-034,NA,3.61,1/8/2024,560
5400-034,NA,0.07,1/8/2024,560
MFLX-060,NA,6.02,1/8/2024,651
MFLX-060,NA,6.06,1/8/2024,648
5400-038,H,0.15,1/8/2024,177
5400-038,H,0.03,1/8/2024,177
5400-038,H,0.19,1/8/2024,223
5400-038,H,0.03,1/8/2024,223
5400-038,H,0.17,1/8/2024,213
5400-038,H,0.03,1/8/2024,213
5400-013,NA,5.75,1/8/2024,2826
MFLX-121,NA,8.99,1/8/2024,1552
5400-038,H,0.15,1/8/2024,171
5400-038,H,0.03,1/8/2024,171
5400-038,A,0.09,1/8/2024,151
5400-038,H,0.03,1/8/2024,151
STS-046,C,20.46,1/8/2024,478
MFLX-185,NA,44.65,1/8/2024,11630
